OBJECTID,FOLIO,ID,NAME,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATED BY,CREATED DATE,MODIFIED BY,MODIFIED DATE,GlobalID,x,y,
168,3.04028E+12,6211,Glades Middle, ,9451 SW 64th St, ,Miami-Dade,33173,305-271-3342,,M,8-Jun,952,673,S,25.70963,-80.34751,871004.6164,500685.1449,E316899,6/11/2020 9:42,E316899,3/31/2023 15:56,4ffd73e5-94b0-4399-bb47-1739e50a41c4,-8944244.056,2963161.623,
169,7.2217E+11,2081,Fulford Elementary, ,16140 NE 18th Ave, ,North Miami Beach,33162,305-949-3425,,E,PK-5,503,465,N,25.92374,-80.16429,930839.5205,578848.1456,E316899,6/11/2020 9:42,E316899,3/31/2023 15:52,53b4ee2a-8fc4-4ba9-8fea-eddee63f963a,-8923848.011,2989639.053,
170,3.22023E+12,3281,Miami Lakes K-8 Center, ,14250 NW 67th Ave, ,Miami Lakes,33014,305-822-7757,,E,PK-8,1364,1178,N,25.90304,-80.30891,883345.154,571048.4402,E316899,6/11/2020 9:42,E316899,4/3/2023 13:03,3e976734-f788-4a75-9d2b-437ab0cbfb95,-8939947.139,2987077.485,
171,1.01091E+11,7041,School For Advanced Studies Wolfson,Wolfson,25 NE 2nd St, ,Miami,33132,305-237-7270,,S,12-Nov,0,128,S,25.77638,-80.19321,921663.5625,525228.625,E316899,6/11/2020 9:42,E316899,4/4/2023 15:22,ef2d0947-beca-4f85-9e20-7544a8a2a33d,-8927067.137,2971411.438,
172,1.3126E+11,4841,Santa Clara Elementary, ,1051 NW 29th Ter, ,Miami,33127,305-635-1417,,E,PK-5,713,620,C,25.80463,-80.21255,915235.4376,535459.9377,E316899,6/11/2020 9:42,E316899,4/4/2023 15:17,20cf7ea2-a604-48c8-adc3-9fb902e7b975,-8929220.774,2974904.764,
173,3.04015E+12,1641,Emerson Elementary, ,8001 SW 36th St, ,Miami-Dade,33155,305-264-5757,,E,PK-5,576,313,C,25.73719,-80.32442,878557.1742,510743.6673,E316899,6/11/2020 9:42,E316899,3/24/2023 15:57,1b7cb7a7-747b-424d-8440-06e5978419da,-8941673.331,2966568.226,
174,1.31361E+11,9015,School Board Adm -Garage, ,115 NE 15th St, ,Miami,33132,305-995-4576,,A,0,0,0, ,25.79026,-80.19117,922303.702,530278.6553,E316899,6/11/2020 9:42,E316899,4/4/2023 15:18,b05c6676-356b-4116-8047-0f591377de57,-8926840.119,2973127.719,
175,3.0402E+12,6801,Riviera Middle, ,10301 SW 48th St, ,Miami-Dade,33165,305-226-4286,,M,8-Jun,998,520,S,25.72337,-80.36169,866313.5362,505657.8722,E316899,6/11/2020 9:42,E316899,4/3/2023 15:08,2e85478d-fa65-4801-8688-aacf53019abf,-8945821.867,2964859.868,
176,3.04031E+12,7029,Terra Environmental Research Institute Senior High, ,11005 SW 84th St, ,Miami-Dade,33173,305-412-5800,,S,12-Sep,1647,1600,S,25.69261,-80.37026,863543.2749,494465.6602,E316899,6/11/2020 9:42,E316899,4/4/2023 15:46,e100cf1b-200e-4287-9bef-09ac6e711954,-8946776.577,2961059.92,
177,4.2025E+11,7131,Hialeah-Miami Lakes Senior High, ,7977 W 12th Ave, ,Hialeah,33014,305-823-1330,,S,12-Sep,2749,1342,N,25.89496,-80.30732,883882.8746,568114.6247,E316899,6/11/2020 9:42,E316899,3/17/2023 15:41,069340dd-a51a-44f6-81a7-fafaee1854ef,-8939770.302,2986077.683,
178,3.04232E+12,9485,Marjory Stoneman Douglas Biscayne Nature Center, ,6767 Crandon Blvd, ,Miami-Dade,33149,305-361-6767,,O,0,0,0, ,25.7154,-80.15129,935599.3587,503151.2487,E316899,6/11/2020 9:42,E316899,4/3/2023 12:44,861317cd-32a9-4ac2-ae89-e7c265e11975,-8922401.408,2963875.108,
179,3.22013E+12,8901,Miami Lakes Educational Center and Technical College, ,5780 NW 158th St, ,Miami Lakes,33014,305-557-1100,,O,0,0,0,N,25.91624,-80.29495,887907.3571,575869.2607,E316899,6/11/2020 9:42,E316899,4/3/2023 13:01,2bb87f73-708b-43b4-9ba4-f4362937ed26,-8938393.505,2988710.637,
180,2.4203E+11,5091,Miami Beach South Pointe Elementary, ,1050 4th St, ,Miami Beach,33139,305-531-5437,,E,PK-5,452,488,N,25.77324,-80.13925,939428.2284,524201.6475,E316899,6/11/2020 9:42,E316899,4/3/2023 12:55,b80eaab1-d186-4076-8a37-ae1592f79bd9,-8921060.521,2971023.936,
181,5.3119E+11,3381,Miami Springs Elementary, ,51 Park St, ,Miami Springs,33166,305-888-4558,,E,PK-5,602,384,C,25.8229,-80.28457,891503.3126,541963.4385,E316899,6/11/2020 9:42,E316899,4/3/2023 13:10,802986a7-0ea6-46e6-b007-03170d34a68a,-8937238.269,2977163.436,
182,3.0503E+12,9292,Transportation Center Vehicle Maintenance Office,Center,11601 SW 160th St, ,Miami-Dade,33177,305-234-0849,,A,0,0,0, ,25.62115,-80.38011,860421.5989,468475.636,E316899,6/11/2020 9:42,E316899,4/5/2023 11:39,0d1b9779-bee7-4bf1-ba86-effc5c544829,-8947872.949,2952234.084,
183,7.2208E+11,2281,Greynolds Park Elementary, ,1536 NE 179th St, ,North Miami Beach,33162,305-949-2129,,E,PK-5,742,531,N,25.94006,-80.17,928924.8625,584769.8021,E316899,6/11/2020 9:42,E316899,4/3/2023 11:18,9599df8a-01ee-4381-bc8e-e640dd4d0e7f,-8924483.742,2991659.751,
184,3.05017E+12,2881,Leewood K-8 Center, ,10343 SW 124th St, ,Miami-Dade,33176,305-233-7430,,E,PK-8,976,603,S,25.65458,-80.36166,866440.1574,480655.9435,E316899,6/11/2020 9:42,E316899,4/3/2023 12:32,174c050a-7666-415b-91fd-fdbeeb2139a1,-8945819.882,2956362.32,
185,3.42102E+12,7381,Miami Norland Senior High, ,1193 NW 193rd St, ,Miami Gardens,33169,305-653-1416,,S,12-Sep,1995,1595,N,25.95132,-80.21914,912752.5888,588761.4079,E316899,6/11/2020 9:42,E316899,4/3/2023 13:04,d432b0eb-a671-4740-a2ce-02d8317ff4ef,-8929953.53,2993053.091,
186,3.05936E+12,7371,Robert Morgan Educational Center Senior High, ,18180 SW 122nd Ave, ,Miami-Dade,33177,305-253-9920,,S,12-Sep,1907,1818,S,25.59915,-80.39007,857177.0096,460464.8771,E316899,6/11/2020 9:42,E316899,4/3/2023 15:09,0a9714bd-07d4-49e1-978f-0df8c2afd74a,-8948981.514,2949518.357,
187,3.05903E+12,831,Claude Pepper Elementary, ,14550 SW 96th St, ,Miami-Dade,33186,305-386-5244,,E,PK-5,950,447,S,25.67654,-80.42996,843910.3869,488533.3809,E316899,6/11/2020 9:42,E316899,3/24/2023 13:05,b78f5d8a-4537-4a8e-919d-d2c5c0cabcd6,-8953421.737,2959074.071,
188,3.0692E+12,9261,Maintenance Service Center 4, ,24600 SW 159th Ave, ,Miami-Dade,33031,305-248-3016,,A,0,0,0, ,25.53721,-80.44975,837603.1981,437867.7604,E316899,6/11/2020 9:42,E316899,4/3/2023 12:43,913a3c3c-b676-4544-bb28-866974bbc5bd,-8955624.566,2941874.93,
189,3.01232E+12,2581,Madie Ives Elementary PLC-M, ,1351 Ives Dairy Rd, ,Miami-Dade,33179,305-651-3155,,PLC,0,0,0,N,25.96564,-80.17455,927369.6735,594057.0388,E316899,6/11/2020 9:42,E316899,4/3/2023 12:39,f9a65494-6c6a-454b-812b-971ceab9469b,-8924990.675,2994826.321,
190,3.06912E+12,661,Caribbean K-8 Center, ,11990 SW 200th St, ,Miami-Dade,33177,305-233-7131,,E,PK-8,994,726,S,25.58045,-80.38627,858460.25,453674.1545,E316899,6/11/2020 9:42,E316899,3/24/2023 12:51,8f7771ef-0cb5-4252-b745-c9c0c2d365e4,-8948558.692,2947210.276,
191,3.42105E+12,3781,Barbara Hawkins Elementary, ,19010 NW 37th Ave, ,Miami Gardens,33056,305-624-2615,,E,PK-5,492,243,N,25.94668,-80.26205,898661.1248,586995.4999,E316899,6/11/2020 9:42,E316899,3/24/2023 12:28,39ff1391-e402-4762-9205-1d2cb571cda2,-8934730.448,2992479.471,
192,1.4105E+11,2781,Kinloch Park Elementary, ,4275 NW 1st St, ,Miami,33126,305-445-1351,,E,PK-5,818,590,C,25.77302,-80.26522,897971.8123,523867.5626,E316899,6/11/2020 9:42,E316899,4/3/2023 12:25,160f9c44-aa8a-48d6-b0dc-681bbb2432da,-8935083.568,2970995.679,
193,1.3125E+11,7056,Young Men's Preparatory Academy Senior High, ,3001 NW 2nd Ave, ,Miami,33127,305-571-1111,,S,12-Jun,437,150,C,25.80524,-80.19904,919679.2978,535708.4136,E316899,6/11/2020 9:42,E316899,4/5/2023 12:28,a34f1e15-6d14-4a65-bd68-ff11a6b4c411,-8927716.757,2974980.169,
194,1.3112E+11,3021,Jesse J. McCrary Jr. Elementary, ,514 NW 77th St, ,Miami,33150,305-754-7531,,E,PK-5,674,363,C,25.84509,-80.20537,917511.0648,550176.6517,E316899,6/11/2020 9:42,E316899,4/3/2023 11:58,7cc5d941-e321-49b2-bd15-db13163b0136,-8928420.769,2979907.304,
195,1.4001E+11,1801,Fairlawn Elementary, ,444 SW 60th Ave, ,Miami,33144,305-261-8880,,E,PK-5,648,568,C,25.76664,-80.29351,888674.4378,521497.4061,E316899,6/11/2020 9:42,E316899,3/31/2023 15:45,e2083411-2f36-44e2-97c3-7bc49f7f565e,-8938232.698,2970206.906,
196,3.42102E+12,4341,Parkway Elementary, ,1320 NW 188th St, ,Miami Gardens,33169,305-653-0066,,E,PK-5,478,225,N,25.94543,-80.22386,911213.2503,586613.9371,E316899,6/11/2020 9:42,E316899,4/3/2023 14:48,8b2cac58-1ce8-4308-8e31-3d8b97de9a67,-8930479.297,2992324.801,
197,3.04003E+12,2331,Charles R. Hadley Elementary, ,8400 NW 7th St, ,Miami-Dade,33126,305-261-3719,,E,PK-5,812,642,C,25.77532,-80.33281,875726.2138,524584.8047,E316899,6/11/2020 9:42,E316899,3/24/2023 13:02,4e62e7c8-53c5-4e82-a48f-4583decb9b50,-8942606.94,2971279.866,
198,3.03121E+12,9281,Maintenance Service Center 2, ,2925 NW 41st St, ,Miami-Dade,33142,305-995-4300,,A,0,0,0, ,25.81309,-80.24291,905232.8622,538474.5811,E316899,6/11/2020 9:42,E316899,4/3/2023 12:42,f144bfe9-cc2b-4418-8d9e-7c1680dab5d1,-8932599.129,2975950.301,
199,1.67825E+12,9233,Transportation Center South,South,660 SW 3rd Ave, ,Florida City,33034,305-248-3380,,A,0,0,0, ,25.44154,-80.47878,828165.5205,403057.9151,E316899,6/11/2020 9:42,E316899,4/5/2023 11:36,397569f7-094a-4b65-a401-b469813757ac,-8958856.706,2930076.266,
200,4.3001E+11,3141,Meadowlane Elementary, ,4280 W 8th Ave, ,Hialeah,33012,305-822-0660,,E,PK-5,976,736,N,25.86172,-80.29898,886688.3755,556046.917,E316899,6/11/2020 9:42,E316899,4/3/2023 12:50,97b5aac8-b4f9-4eb0-8862-ec683f8c4847,-8938842.187,2981964.796,
201,3.04019E+12,4761,Royal Palm Elementary, ,4200 SW 112th Ct, ,Miami-Dade,33165,305-221-7961,,E,PK-5,576,480,S,25.72923,-80.37667,861368.3665,507762.4126,E316899,6/11/2020 9:42,E316899,4/3/2023 15:24,e2fe81ff-76e2-4954-96e6-03f5d6ef4389,-8947490.543,2965583.389,
202,5.3013E+11,5361,Springview Elementary, ,1122 Bluebird Ave, ,Miami Springs,33166,305-885-6466,,E,PK-5,452,307,C,25.83323,-80.30309,885392.3875,545684.0493,E316899,6/11/2020 9:42,E316899,4/4/2023 15:39,5f081e3b-740d-4612-bcb1-5b1947480534,-8939299.485,2978440.556,
203,3.02136E+12,5141,Hubert O. Sibley K-8 Center, ,255 NW 115th St, ,Miami-Dade,33168,305-953-3737,,E,PK-8,965,637,N,25.8808,-80.20353,918037.046,563161.5861,E316899,6/11/2020 9:42,E316899,3/17/2023 16:07,23789ee8-a2a3-44d1-b332-bf23f6a23d38,-8928216.101,2984325.592,
204,1.4002E+11,9134,Materials Control Center, ,7040 W Flagler St, ,Miami,33144,786-275-0775,,A,0,0,0, ,25.76998,-80.30933,883460.3279,522685.9009,E316899,6/11/2020 9:42,E316899,4/3/2023 12:46,c1b5424a-ddf2-4b77-bc76-a5123209aa28,-8939994.175,2970620.496,
205,3.66008E+12,2321,Gulfstream Elementary, ,20900 SW 97th Ave, ,Cutler Bay,33189,305-235-6811,,E,PK-5,897,620,S,25.57276,-80.34858,870897.2674,450937.9756,E316899,6/11/2020 9:42,E316899,4/3/2023 11:19,374dff51-312e-41d6-9654-bbe4b2fba28b,-8944363.097,2946261.068,
206,3.42115E+12,5131,North Dade Center For Modern Languages Elementary, ,1840 NW 157th St, ,Miami Gardens,33054,305-625-3885,,E,K-5,436,318,N,25.91635,-80.22964,909375.8584,576031.7616,E316899,6/11/2020 9:42,E316899,4/5/2023 10:43,47ebf182-6b52-4457-bbd1-27af30fb960e,-8931122.765,2988724.831,
207,3.01233E+12,2441,Virginia A. Boone/Highland Oaks Elementary, ,20500 NE 24th Ave, ,Miami-Dade,33180,305-931-1770,,E,PK-5,600,608,N,25.96576,-80.15471,933890.5615,594142.6695,E316899,6/11/2020 9:42,E316899,4/5/2023 11:44,f05df3cc-35b2-4ac6-92d8-1e5223d0dc07,-8922781.284,2994841.309,
208,5.3013E+11,7512,Miami Springs Adult Education, ,751 Dove Ave, ,Miami Springs,33166,305-885-3585,,O,0,0,0, ,25.83038,-80.29467,888168.0289,544663.9013,E316899,6/11/2020 9:42,E316899,4/3/2023 13:10,e99ddbf1-7c47-4596-aefe-f70d8282a798,-8938362,2978088.398,
209,3.04911E+12,9412,Dade County Public School-Management Information, ,13135 SW 26th St, ,Miami-Dade,33175,305-994-2530,,A,0,0,0, ,25.74429,-80.40724,851281.603,513191.8183,E316899,6/11/2020 9:42,E316899,3/24/2023 13:18,5ca5919f-03d5-4bc2-baec-e7ad8a047118,-8950892.965,2967445.211,
210,1.3135E+11,8005,Lindsey Hopkins Technical College, ,750 NW 20th St, ,Miami,33127,305-324-6070,,O,0,0,0,C,25.79504,-80.20763,916878.0296,531983.8854,E316899,6/11/2020 9:42,E316899,4/3/2023 12:35,c70e2cdd-4bdc-4fc2-ac7f-09d34b37f83e,-8928672.109,2973718.969,
211,2.3222E+11,6541,Miami Beach Nautilus Middle, ,4301 N Michigan Ave, ,Miami Beach,33140,305-532-3481,,M,8-Jun,1060,943,N,25.81533,-80.13455,940872.4946,539507.76,E316899,6/11/2020 9:42,E316899,4/3/2023 12:54,8aec0bcf-7d3c-4fe4-83f0-462abf3a48f3,-8920537.984,2976227.032,
212,4.3012E+11,481,James H. Bright Elementary/J.W. Johnson Elementary, ,2530 W 10th Ave, ,Hialeah,33010,305-885-1683,,E,PK-5,704,500,N,25.84482,-80.30256,885544.1008,549899.377,E316899,6/11/2020 9:42,E316899,4/3/2023 11:54,bfcc371f-9743-4319-bdcb-f574c04d810f,-8939240.574,2979874.699,
213,3.03115E+12,9234,Transportation Center Northeast,Northeast,5901 NW 27th Ave, ,Miami-Dade,33142,305-633-6909,,A,0,0,0, ,25.82918,-80.24076,905904.2567,544328.1002,E316899,6/11/2020 9:42,E316899,4/5/2023 11:35,2c59913d-8420-40bf-93f1-93c7effd95bd,-8932360.524,2977940.532,
214,3.05031E+12,3261,Miami Heights Elementary, ,17661 SW 117th Ave, ,Miami-Dade,33177,305-238-3602,,E,PK-5,1251,695,S,25.60417,-80.38028,860393.25,462304.3746,E316899,6/11/2020 9:42,E316899,4/3/2023 12:59,8a7a95ec-efe7-4efc-9e26-58980eacb6f0,-8947892.274,2950138.03,
215,3.06901E+12,5281,South Miami Heights Elementary, ,12231 SW 190th Ter, ,Miami-Dade,33177,305-238-6610,,E,PK-5,692,499,S,25.59033,-80.38958,857352.4349,457259.1414,E316899,6/11/2020 9:42,E316899,4/4/2023 15:30,21fece28-d6b9-45ab-8424-37fe9013cf42,-8948927.245,2948429.398,
216,3.06008E+12,1241,Cutler Ridge Elementary, ,20210 Coral Sea Rd, ,Cutler Bay,33189,305-235-4611,,E,PK-5,982,399,S,25.57975,-80.35383,869154.1296,453471.2971,E316899,6/11/2020 9:42,E316899,3/24/2023 13:16,0ec01b7c-2daf-438f-bf93-312d1b372202,-8944947.571,2947124.154,
217,3.02012E+12,7012,American Senior High Adult Education, ,18350 NW 67th Ave, ,Miami-Dade,33015,305-557-3770,,O, ,0,0, ,25.93941,-80.30756,883717.7351,584270.1355,E316899,6/11/2020 9:42,E316899,11/18/2021 13:35,02e7ded8-21c3-4635-8789-f9b1155f4a84,-8939797.322,2991579.061,
218,3.04009E+12,7272,Miami Coral Park Adult Education, ,8865 SW 16th St, ,Miami-Dade,33165,305-226-6565,,O,0,0,0, ,25.75528,-80.34052,873223.7992,517289.1936,E316899,6/11/2020 9:42,E316899,4/3/2023 12:57,6fcea255-48cf-4f38-9f84-f1b15e50a87b,-8943465.754,2968803.055,
219,2.72033E+12,6751,Hialeah Gardens Middle, ,11690 NW 92nd Ave, ,Hialeah Gardens,33018,305-817-0017,,M,8-Jun,1505,1649,N,25.8798,-80.34791,870565.4791,562537.8648,E316899,6/11/2020 9:42,E316899,3/17/2023 15:54,ed5889ce-6dbb-4b34-8902-71e3c670ba2f,-8944288.953,2984202.445,
220,3.02012E+12,7011,American Senior High, ,18350 NW 67th Ave, ,Miami-Dade,33015,305-557-3770,,S,12-Sep,2184,1611,N,25.93962,-80.30851,883405.3158,584344.9745,E316899,6/11/2020 9:42,E316899,3/23/2023 15:34,fae26a8e-f293-48ba-ab42-13c31e23a91b,-8939903.013,2991605.111,
221,3.12211E+12,92,Norman S. Edelcup/Sunny Isles Beach K-8, ,201 182nd Dr, ,Sunny Isles Beach,33160,305-933-6161,,E,K-8,1769,2339,N,25.94474,-80.12317,944302.4451,586571.853,E316899,6/11/2020 9:42,E316899,4/3/2023 13:24,eb840b91-4987-486b-ac7f-7f960d5ee7ca,-8919271.057,2992239.342,
222,3.42101E+12,6571,Norland Middle, ,1235 NW 192nd Ter, ,Miami Gardens,33169,305-653-1210,,M,8-Jun,1449,687,N,25.95095,-80.22267,911590.7502,588622.6247,E316899,6/11/2020 9:42,E316899,4/3/2023 13:23,2117f526-b336-41fc-a7cc-b7aabcb04176,-8930347.385,2993008.177,
223,1.3122E+11,7341,Miami Jackson Senior High, ,1751 NW 36th St, ,Miami,33142,305-634-2621,,S,12-Sep,2060,1275,C,25.81028,-80.22614,910753.014,537485.7844,E316899,6/11/2020 9:42,E316899,4/3/2023 13:00,80fa63c9-325b-4921-afba-fc663bdc3e69,-8930733.302,2975602.984,
224,3.02127E+12,5901,Carrie P. Meek/Westview K-8 Center Annex,Former Westview MS,1901 NW 127th St, ,Miami-Dade,33167,305-688-9641,,E,PK-8,218,0,C,25.89075,-80.23159,908788.1976,566722.0312,E316899,6/11/2020 9:42,E316899,3/24/2023 12:55,c039a634-49b6-488e-b4e0-5321c447efeb,-8931340.251,2985556.382,
225,3.05001E+12,4421,Pinecrest Elementary, ,10250 SW 57th Ave, ,Pinecrest,33156,305-667-5579,,E,PK-5,1110,960,S,25.67619,-80.2848,891718.7305,488640.947,E316899,6/11/2020 9:42,E316899,4/3/2023 14:52,c060c1e7-15d0-46a2-b4d8-b703d1d964cc,-8937263.229,2959031.667,
226,3.01233E+12,6241,Highland Oaks Middle, ,2375 NE 203rd St, ,Miami-Dade,33180,305-932-3810,,M,8-Jun,1023,802,N,25.96398,-80.15417,934071.563,593498.3751,E316899,6/11/2020 9:42,E316899,3/17/2023 16:00,97b32a17-0571-4efc-a300-f6c61b334081,-8922721.374,2994621.444,
227,3.04901E+12,1371,Marjory Stoneman Douglas Elementary, Main Campus,11901 SW 2nd St, ,Miami-Dade,33184,305-226-4356,,E,PK-5,1321,661,S,25.76666,-80.3894,857117.8367,521348.1716,E316899,6/11/2020 9:42,E316899,4/3/2023 12:45,e592790c-05ca-47b2-8fcb-a58f7ab1ae08,-8948906.518,2970209.777,
228,3.04007E+12,9071,Academy for Advanced Academics - South,Modesto Maidique,11200 SW 8th St, VH 130,Miami-Dade,33199,305-348-7041,,S,12-Nov,0,0, ,25.75807,-80.37702,861204.7206,518246.4615,E316899,6/11/2020 9:42,E316899,3/23/2023 15:19,41a0a844-906d-4421-9f04-35da2be41a41,-8947529.135,2969148.459,
229,2.72029E+12,2111,Hialeah Gardens Elementary, ,9702 NW 130th St, ,Hialeah Gardens,33018,305-827-8830,,E,PK-5,865,1041,N,25.89103,-80.35698,867565.2236,566602.8819,E316899,6/11/2020 9:42,E316899,3/17/2023 15:52,0c6ac8aa-3441-4f1f-aa6b-6b968fcc5492,-8945297.971,2985591.301,
230,9.40361E+11,3061,Ludlam Elementary, ,6639 SW 74th St, ,South Miami,33143,305-667-5551,,E,PK-5,446,277,C,25.70224,-80.30078,886405.8196,498080.0472,E316899,6/11/2020 9:42,E316899,4/3/2023 12:37,66fe4e20-1c53-4aac-951b-28fb77b1eed3,-8939041.991,2962249.332,
231,5.3119E+11,6521,Miami Springs Middle, ,150 S Royal Poinciana Blvd, ,Miami Springs,33166,305-888-6457,,M,8-Jun,1307,710,C,25.81489,-80.27353,895154.1877,539070.938,E316899,6/11/2020 9:42,E316899,4/3/2023 13:11,64b7e38e-8762-4aa0-a2af-b7b1006f3a94,-8936008.252,2976172.52,
232,3.03109E+12,9271,Vacant Property, ,2780 NW 87th St, ,Miami-Dade,33147,305-835-1000,,A,0,0,0, ,25.85278,-80.24482,904518.3204,552895.4953,E316899,6/11/2020 9:42,E316899,4/5/2023 11:42,a20c1429-98f8-4097-8955-24f467049d84,-8932812.876,2980858.623,
233,1.31251E+11,1441,Paul Laurence Dunbar K-8 Center, ,505 NW 20th St, ,Miami,33127,305-573-2344,,E,PK-8,788,344,C,25.79642,-80.20342,918261.0621,532493.6877,E316899,6/11/2020 9:42,E316899,4/3/2023 14:49,e1eb185b-58cb-4130-be01-034b102e90b5,-8928203.177,2973889.543,
234,3.04935E+12,5961,Winston Park K-8 Center, ,13200 SW 79th St, ,Miami-Dade,33183,305-386-7622,,E,PK-8,1147,1235,S,25.69568,-80.40637,851650.9959,495526.206,E316899,6/11/2020 9:42,E316899,4/5/2023 12:16,d9aa0116-5f59-45df-9d79-08f0352916ea,-8950794.908,2961439.092,
235,3.41133E+12,3821,North County K-8 Center, ,3250 NW 207th St, ,Miami Gardens,33056,305-624-9648,,E,PK-8,599,343,N,25.964,-80.25479,901009.2815,593304.0698,E316899,6/11/2020 9:42,E316899,4/3/2023 13:25,b5995546-1827-4e9e-8245-4753757a8327,-8933922.863,2994623.72,
236,3.02134E+12,4491,Henry E.S. Reeves K-8 Center, ,2005 NW 111th St, ,Miami-Dade,33167,305-953-7243,,E,PK-8,689,889,C,25.87623,-80.23181,908745.8752,561444.3132,E316899,6/11/2020 9:42,E316899,4/3/2023 11:22,e1e4d2b3-7051-4d04-8591-d213bebfd2e9,-8931365.04,2983759.896,
237,1.412E+11,5561,Frances S. Tucker Elementary, ,3500 Douglas Rd, ,Miami,33133,305-567-3533,,E,PK-6,486,314,C,25.72632,-80.25393,901783.5335,506916.7289,E316899,6/11/2020 9:42,E316899,3/31/2023 15:50,efecb35f-80d5-4771-9701-65c51c45e6b6,-8933826.699,2965224.599,
238,3.05908E+12,4511,Dr. Gilbert L. Porter Elementary, ,15851 SW 112th St, ,Miami-Dade,33196,305-382-0792,,E,PK-5,937,587,S,25.66468,-80.45267,836447.4103,484193.299,E316899,6/11/2020 9:42,E316899,3/24/2023 14:14,cdcff2a8-e2a2-4e66-a539-223bd7b10a69,-8955950.199,2957609.933,
239,3.03103E+12,7251,Miami Central Senior High, ,1781 NW 95th St, ,Miami-Dade,33147,305-696-4161,,S,12-Sep,2322,1362,C,25.8617,-80.2283,909932.1392,556170.3925,E316899,6/11/2020 9:42,E316899,4/3/2023 12:56,b2fe7748-1b41-4a19-9ae5-68d5a152544d,-8930973.936,2981962.469,
240,3.02218E+12,4021,Oak Grove Elementary, ,15640 NE 8th Ave, ,Miami-Dade,33162,305-945-1511,,E,PK-5,652,476,N,25.9188,-80.18412,924331.3495,577011.3965,E316899,6/11/2020 9:42,E316899,4/3/2023 13:36,41a93440-6653-4dca-916f-0942c8e2660e,-8926056.006,2989027.586,
241,3.06019E+12,311,Goulds Elementary, ,23555 SW 112th Ave, ,Miami-Dade,33032,305-257-4400,,E,PK-5,824,432,S,25.54888,-80.37164,863335.2982,442223.9429,E316899,6/11/2020 9:42,E316899,3/31/2023 15:58,eab90a3f-cad1-4639-8fce-a16e262d4586,-8946930.625,2943314.95,
242,1.4102E+11,7055,Young Women's Preparatory Academy, ,1150 SW 1st St, ,Miami,33130,305-575-1200,,S,12-Jun,374,346,C,25.77238,-80.21396,914842.1965,523732.2308,E316899,6/11/2020 9:42,E316899,4/5/2023 12:28,81365c99-826e-48ac-8838-a9b1d852374d,-8929377.504,2970916.543,
243,1.67824E+12,2001,Florida City Elementary, ,364 NW 6th Ave, ,Florida City,33034,305-247-4676,,E,PK-5,848,644,S,25.45201,-80.48621,825697.1877,406855.4376,E316899,6/11/2020 9:42,E316899,3/31/2023 15:48,1fc265ae-d983-4678-8dfb-abe2d645528d,-8959684.415,2931367.632,
244,3.0401E+12,1721,Everglades K-8 Center,Upper Academy,8300 SW 16th St, ,Miami-Dade,33155,305-264-4154,,U,0,502,361,C,25.75662,-80.32999,876690.4524,517794.588,E316899,6/11/2020 9:42,E316899,3/31/2023 15:44,27f9be3c-049d-4c45-8adb-f15fac72adb2,-8942292.453,2968968.973,
245,3.04011E+12,1081,Coral Terrace Elementary, ,6801 SW 24th St, ,Miami-Dade,33155,305-262-8300,,E,PK-5,614,483,C,25.74852,-80.3063,884497.6396,514890.0179,E316899,6/11/2020 9:42,E316899,3/24/2023 13:12,78de4029-0e59-4e02-9834-26e0421f9355,-8939657.187,2967967.566,
246,1.411E+11,6841,Shenandoah Middle, ,1950 SW 19th St, ,Miami,33145,305-856-8282,,M,8-Jun,1214,1290,C,25.75423,-80.227,910587.8597,517109.7145,E316899,6/11/2020 9:42,E316899,4/4/2023 15:26,6ba1a42e-24f1-474e-8b4c-5ef90a6aae01,-8930829.64,2968673.007,
247,3.03101E+12,8019,Dr. Marvin Dunn Academy For Community Education, ,8950 NW 2nd Ave, ,El Portal,33150,305-460-2946,,ALT,12-Sep,0,72,AC,25.85565,-80.20193,918616.5673,554025.2033,E316899,6/11/2020 9:42,E316899,3/24/2023 14:24,ce30248c-89cb-41d0-b6b6-9adeeb9a4bd6,-8928038.703,2981214.726,
248,3.0692E+12,9292,Transportation Redland Vehicle Maintenance,Redland,24600 SW 159th Ave, ,Miami-Dade,33031,(305) 248-4925,,A,0,0,0, ,25.53711,-80.44975,837600.7367,437832.0085,E316899,6/11/2020 9:42,E316899,4/5/2023 11:40,90742b60-d8b6-43d8-949d-f4efc69c8a55,-8955625.447,2941862.798,
249,4.2034E+11,5021,Ben Sheppard Elementary PLC-V, ,5601 W 24th Ave, ,Hialeah,33016,305-818-7984,,PLC,0,0,0,N,25.8738,-80.33084,876194.1066,560383.7948,E316899,6/11/2020 9:42,E316899,3/24/2023 12:30,ea5dcaad-1cab-4773-8721-11309ce56444,-8942387.059,2983459.567,
250,3.4211E+12,4301,Parkview Elementary, ,17631 NW 20th Ave, ,Miami Gardens,33056,305-625-1591,,E,PK-5,436,182,N,25.93554,-80.23445,907755.4998,582998.4375,E316899,6/11/2020 9:42,E316899,4/3/2023 14:47,bb3ab53d-24bd-4a9b-b6d3-3a92e93b8ac4,-8931657.722,2991100.407,
